Version,Grade,Unit,Lesson,	page,	item,	context,	issues
	FLC,	0,	4,	22,	431,	Develop,	pond,	
	FLC,	0,	4,	22,	431,	Develop,	acorns,	
	FLC,	0,	4,	22,	431,	Develop,	geese,	
	FLC,	0,	4,	22,	431,	Develop,	balloons,	
	FLC,	0,	4,	22,	431,	Develop,	soccer balls,	
	FLC,	0,	4,	22,	432,	Develop,	ducks,	
	FLC,	0,	4,	22,	426,	Family letter,	grapes,	
	FLC,	0,	4,	22,	432,	Develop,	chicks,	
	FLC,	0,	4,	22,	432,	Develop,	squirrels,	
	FLC,	0,	4,	22,	432,	Develop,	soccer goal,	
	FLC,	0,	4,	22,	432,	Develop,	soccer balls,	
	FLC,	0,	4,	22,	433,	Practice,	park,	
	FLC,	0,	4,	22,	433,	Practice,	flowers,	
	FLC,	0,	4,	22,	433,	Practice,	balloons,	
	FLC,	0,	4,	22,	433,	Fluency,	dice,	
	FLC,	0,	4,	22,	434,	Practice,	flowers,	
	FLC,	0,	4,	22,	434,	Practice,	acorns,	
	FLC,	0,	4,	22,	426,	Family letter,	birds,	
	FLC,	0,	4,	22,	434,	Practice,	squirrels,	
	FLC,	0,	4,	22,	434,	Practice,	balloons,	
	FLC,	0,	4,	22,	435,	Develop,	connecting cubes,	
	FLC,	0,	4,	22,	435,	Develop,	balloons,	
	FLC,	0,	4,	22,	436,	Develop,	flowers,	
	FLC,	0,	4,	22,	436,	Develop,	balloons,	
	FLC,	0,	4,	22,	436,	Develop,	crayons,	
	FLC,	0,	4,	22,	436,	Develop,	pencils,	
	FLC,	0,	4,	22,	436,	Develop,	markers,	
	FLC,	0,	4,	22,	436,	Develop,	squirrels,	
	FLC,	0,	4,	22,	427,	Explore,	birds on branch,	
	FLC,	0,	4,	22,	436,	Develop,	acorns,	
	FLC,	0,	4,	22,	437,	Practice,	cats,	
	FLC,	0,	4,	22,	437,	Practice,	carrots,	
	FLC,	0,	4,	22,	437,	Practice,	sheep,	
	FLC,	0,	4,	22,	437,	Practice,	fish,	
	FLC,	0,	4,	22,	438,	Practice,	flowers,	
	FLC,	0,	4,	22,	438,	Practice,	birds on branch,	
	FLC,	0,	4,	22,	438,	Practice,	tennis balls,	
	FLC,	0,	4,	22,	438,	Practice,	dogs,	
	FLC,	0,	4,	22,	439,	Refine,	crayons,	
	FLC,	0,	4,	22,	427,	Explore,	balloons,	
	FLC,	0,	4,	22,	440,	Refine,	lemons,	
	FLC,	0,	4,	22,	443,	Refine,	squirrels,	
	FLC,	0,	4,	22,	443,	Refine,	flowers,	
	FLC,	0,	4,	22,	444,	Refine,	butterflies,	
	FLC,	0,	4,	22,	444a,	Quiz,	balloons,	
	FLC,	0,	4,	22,	444a,	Quiz,	flowers,	
	FLC,	0,	4,	22,	427,	Explore,	children,	
	FLC,	0,	4,	22,	427,	Explore,	sandbox,	
	FLC,	0,	4,	22,	428,	Explore,	stickers,	
	FLC,	0,	4,	22,	428,	Explore,	crackers,	
	FLC,	0,	4,	23,	445,	Family letter,	acorns,	
	FLC,	0,	4,	23,	447,	Explore,	beads,	
	FLC,	0,	4,	23,	451,	Develop,	soccer,	
	FLC,	0,	4,	23,	451,	Develop,	food stand,	
	FLC,	0,	4,	23,	451,	Develop,	flowers,	
	FLC,	0,	4,	23,	451,	Develop,	red peppers,	
	FLC,	0,	4,	23,	451,	Develop,	water bottles,	
	FLC,	0,	4,	23,	451,	Develop,	lemons,	
	FLC,	0,	4,	23,	451,	Develop,	fruit,	
	FLC,	0,	4,	23,	451,	Develop,	limes,	
	FLC,	0,	4,	23,	452,	Develop,	lemons,	
	FLC,	0,	4,	23,	445,	Family letter,	crackers,	
	FLC,	0,	4,	23,	452,	Develop,	limes,	
	FLC,	0,	4,	23,	452,	Develop,	tomatoes,	
	FLC,	0,	4,	23,	452,	Develop,	peas,	
	FLC,	0,	4,	23,	452,	Develop,	water bottles,	
	FLC,	0,	4,	23,	452,	Develop,	apples,	
	FLC,	0,	4,	23,	452,	Develop,	treat bags,	
	FLC,	0,	4,	23,	453,	Practice,	food stand,	
	FLC,	0,	4,	23,	453,	Practice,	peppers,	
	FLC,	0,	4,	23,	454,	Practice,	peppers,	
	FLC,	0,	4,	23,	454,	Practice,	limes,	
	FLC,	0,	4,	23,	445,	Family letter,	flowers,	
	FLC,	0,	4,	23,	454,	Practice,	flowers,	
	FLC,	0,	4,	23,	454,	Practice,	tomatoes,	
	FLC,	0,	4,	23,	454,	Practice,	peas,	
	FLC,	0,	4,	23,	454,	Practice,	limes,	
	FLC,	0,	4,	23,	455,	Develop,	books,	
	FLC,	0,	4,	23,	456,	Develop,	bananas,	
	FLC,	0,	4,	23,	456,	Develop,	oranges,	
	FLC,	0,	4,	23,	457,	Practice,	beads,	
	FLC,	0,	4,	23,	458,	Practice,	baseballs,	
	FLC,	0,	4,	23,	458,	Practice,	basketballs,	
	FLC,	0,	4,	23,	446,	Family letter,	ducks,	
	FLC,	0,	4,	23,	459,	Refine,	connecting cubes,	
	FLC,	0,	4,	23,	459,	Refine,	blocks,	
	FLC,	0,	4,	23,	459,	Refine,	cars,	
	FLC,	0,	4,	23,	459,	Refine,	pencils,	
	FLC,	0,	4,	23,	459,	Refine,	pencil case,	
	FLC,	0,	4,	23,	460,	Refine,	books,	
	FLC,	0,	4,	23,	460,	Refine,	birds,	
	FLC,	0,	4,	23,	461,	Practice,	rocks,	
	FLC,	0,	4,	23,	461,	Practice,	carrots,	
	FLC,	0,	4,	23,	461,	Practice,	cheese,	
	FLC,	0,	4,	23,	446,	Family letter,	pond,	
	FLC,	0,	4,	23,	462,	Practice,	flowers,	
	FLC,	0,	4,	23,	462,	Practice,	dishes,	
	FLC,	0,	4,	23,	462,	Practice,	fish,	
	FLC,	0,	4,	23,	463,	Refine,	shells,	
	FLC,	0,	4,	23,	463,	Refine,	bucket,	
	FLC,	0,	4,	23,	463,	Refine,	jackets,	
	FLC,	0,	4,	23,	464,	Refine,	fish,	
	FLC,	0,	4,	23,	464,	Refine,	fish tank,	
	FLC,	0,	4,	23,	464,	Refine,	crackers,	
	FLC,	0,	4,	23,	446,	Family letter,	bananas,	
	FLC,	0,	4,	23,	446,	Family letter,	oranges,	
	FLC,	0,	4,	23,	446,	Family letter,	apples,	
	FLC,	0,	4,	23,	446,	Family letter,	buttons,	
	FLC,	0,	4,	24,	465,	Family letter,	birds,	
	FLC,	0,	4,	24,	467,	Explore,	apples,	
	FLC,	0,	4,	24,	467,	Explore,	plates,	
	FLC,	0,	4,	24,	468,	Explore,	apples,	
	FLC,	0,	4,	24,	468,	Explore,	plates,	
	FLC,	0,	4,	24,	468,	Explore,	grocery bags,	
	FLC,	0,	4,	24,	468,	Explore,	car,	
	FLC,	0,	4,	24,	469,	Practice,	puzzles,	
	FLC,	0,	4,	24,	469,	Practice,	connecting cubes,	
	FLC,	0,	4,	24,	469,	Practice,	furniture,	
	FLC,	0,	4,	24,	469,	Practice,	birds,	
	FLC,	0,	4,	24,	465,	Family letter,	tiles,	
	FLC,	0,	4,	24,	470,	Practice,	grapes,	
	FLC,	0,	4,	24,	470,	Practice,	plates,	
	FLC,	0,	4,	24,	470,	Practice,	connecting cubes,	
	FLC,	0,	4,	24,	470,	Practice,	counters,	
	FLC,	0,	4,	24,	470,	Practice,	pennies,	
	FLC,	0,	4,	24,	470,	Practice,	paper clips,	
	FLC,	0,	4,	24,	470,	Practice,	apples,	
	FLC,	0,	4,	24,	470,	Practice,	plates,	
	FLC,	0,	4,	24,	471,	Develop,	apples,	
	FLC,	0,	4,	24,	471,	Develop,	tree,	
	FLC,	0,	4,	24,	466,	Family letter,	craft sticks,	
	FLC,	0,	4,	24,	471,	Develop,	birds,	
	FLC,	0,	4,	24,	471,	Develop,	cats,	
	FLC,	0,	4,	24,	471,	Develop,	flowers,	
	FLC,	0,	4,	24,	472,	Develop,	cats,	
	FLC,	0,	4,	24,	472,	Develop,	flowers,	
	FLC,	0,	4,	24,	472,	Develop,	birds,	
	FLC,	0,	4,	24,	472,	Develop,	apples,	
	FLC,	0,	4,	24,	472,	Develop,	butterflies,	
	FLC,	0,	4,	24,	473,	Practice,	apples,	
	FLC,	0,	4,	24,	473,	Practice,	tree,	
	FLC,	0,	4,	24,	466,	Family letter,	cotton balls,	
	FLC,	0,	4,	24,	473,	Practice,	birds,	
	FLC,	0,	4,	24,	473,	Practice,	cats,	
	FLC,	0,	4,	24,	473,	Practice,	flowers,	
	FLC,	0,	4,	24,	474,	Practice,	apples,	
	FLC,	0,	4,	24,	474,	Practice,	flowers,	
	FLC,	0,	4,	24,	474,	Practice,	butterflies,	
	FLC,	0,	4,	24,	475,	Develop,	counters,	
	FLC,	0,	4,	24,	475,	Develop,	crayons,	
	FLC,	0,	4,	24,	475,	Develop,	fish,	
	FLC,	0,	4,	24,	476,	Develop,	flowers,	
	FLC,	0,	4,	24,	466,	Family letter,	buttons,	
	FLC,	0,	4,	24,	476,	Develop,	fish tank,	
	FLC,	0,	4,	24,	476,	Develop,	crayons,	
	FLC,	0,	4,	24,	476,	Develop,	cars,	
	FLC,	0,	4,	24,	476,	Develop,	balls,	
	FLC,	0,	4,	24,	477,	Practice,	bunnies,	
	FLC,	0,	4,	24,	477,	Practice,	balloons,	
	FLC,	0,	4,	24,	478,	Practice,	butterflies,	
	FLC,	0,	4,	24,	478,	Practice,	balloons,	
	FLC,	0,	4,	24,	479,	Refine,	flags,	
	FLC,	0,	4,	24,	479,	Refine,	counters,	
	FLC,	0,	4,	24,	466,	Family letter,	crackers,	
	FLC,	0,	4,	24,	479,	Refine,	balls,	
	FLC,	0,	4,	24,	479,	Refine,	cards,	
	FLC,	0,	4,	24,	480,	Refine,	balloons,	
	FLC,	0,	4,	24,	480,	Refine,	connecting cubes,	
	FLC,	0,	4,	24,	480,	Refine,	crackers,	
	FLC,	0,	4,	24,	480,	Refine,	seagulls,	
	FLC,	0,	4,	24,	481,	Practice,	ducks,	
	FLC,	0,	4,	24,	481,	Practice,	flowers,	
	FLC,	0,	4,	24,	482,	Practice,	apples,	
	FLC,	0,	4,	24,	482,	Practice,	bunnies,	
	FLC,	0,	4,	24,	466,	Family letter,	balls,	
	FLC,	0,	4,	24,	483,	Refine,	flowers,	
	FLC,	0,	4,	24,	483,	Refine,	apples,	
	FLC,	0,	4,	24,	483,	Refine,	counters,	
	FLC,	0,	4,	24,	483,	Refine,	pears,	
	FLC,	0,	4,	24,	483,	Refine,	birds,	
	FLC,	0,	4,	24,	484,	Refine,	birds on branch,	
	FLC,	0,	4,	24,	484,	Refine,	stools,	
	FLC,	0,	4,	24,	484,	Refine,	birds,	
	FLC,	0,	4,	24,	484,	Refine,	crayons,	
	FLC,	0,	4,	24,	484,	Refine,	pencils,	
	FLC,	0,	4,	24,	466,	Family letter,	flowers,	
	FLC,	0,	4,	24,	484,	Refine,	counters,	
	FLC,	0,	4,	24,	484,	Refine,	stickers,	
	FLC,	0,	4,	24,	484a,	Quiz,	balls,	
	FLC,	0,	4,	24,	484a,	Quiz,	ducks,	
	FLC,	0,	4,	24,	484a,	Quiz,	soccer balls,	
	FLC,	0,	4,	24,	484b,	Quiz,	bunnies,	
	FLC,	0,	4,	24,	467,	Explore,	connecting cubes,	
	FLC,	0,	5,,	489e,	Background,	connecting cubes,	
	FLC,	0,	5,,	590a,	Assessment,	spoons,	
	FLC,	0,	5,,	590a,	Assessment,	counters,	
	FLC,	0,	5,,	590b,	Assessment,	tomatoes,	
	FLC,	0,	5,,	590b,	Assessment,	smiley/frowny faces,	
	FLC,	0,	5,,	Literacy Connection,	Social Studies,	FLC,	0
	FLC,	0,	5,,	588,	Review,	counters,	
	FLC,	0,	5,,	588,	Review,	buttons,	
	FLC,	0,	5,,	588,	Review,	cards,	
	FLC,	0,	5,,	588,	Review,	game board,	
	FLC,	0,	5,,	589,	Review,	connecting cubes,	
	FLC,	0,	5,,	589,	Review,	party hat,	
	FLC,	0,	5,,	589,	Literacy connection ,	american flag,	
	FLC,	0,	5,,	590a,	Assessment,	connecting cubes,	
	FLC,	0,	5,	15,	,	,	,	
	FLC,	0,	5,	16,	,	,	,	
	FLC,	0,	5,	17,	,	,	,	
	FLC,	0,	5,	18,	,	,	,	
	FLC,	0,	5,	19,	,	,	,	
	FLC,	0,	5,	20,	,	,	,	
	FLC,	0,	5,	21,	,	,	,	
	FLC,	0,	5,	22,	,	,	,	
	FLC,	0,	5,	23,	,	,	,	
	FLC,	0,	5,	24,	,	,	,	
	FLC,	0,	5,	25,	491,	Family Letter,	connecting cubes,	
	FLC,	0,	5,	25,	502,	Develop,	connecting cubes,	
	FLC,	0,	5,	25,	503,	Practice,	connecting cubes,	
	FLC,	0,	5,	25,	504,	Practice,	connecting cubes,	
	FLC,	0,	5,	25,	505,	Refine,	connecting cubes,	
	FLC,	0,	5,	25,	506,	Refine,	connecting cubes,	
	FLC,	0,	5,	25,	506,	Refine,	smiley/frowny faces,	
	FLC,	0,	5,	25,	506a,	Quiz,	connecting cubes,	
	FLC,	0,	5,	25,	506b,	Quiz,	connecting cubes,	
	FLC,	0,	5,	25,	492,	Family Letter,	hands,	
	FLC,	0,	5,	25,	492,	Family Letter,	markers,	
	FLC,	0,	5,	25,	492,	Family Letter,	index cards,	
	FLC,	0,	5,	25,	494,	Explore,	counters,	
	FLC,	0,	5,	25,	497,	Develop,	connecting cubes,	
	FLC,	0,	5,	25,	498,	Develop,	connecting cubes,	
	FLC,	0,	5,	25,	499,	Practice,	connecting cubes,	
	FLC,	0,	5,	25,	501,	Develop,	connecting cubes,	
	FLC,	0,	5,	26,	507,	Family Letter,	paint,	
	FLC,	0,	5,	26,	508,	Family Letter,	raisins,	
	FLC,	0,	5,	26,	508,	Family Letter,	crayons,	
	FLC,	0,	5,	26,	509,	Explore,	connecting cubes,	
	FLC,	0,	5,	26,	512,	Practice,	counters,	
	FLC,	0,	5,	26,	512,	Practice,	paper clips,	
	FLC,	0,	5,	26,	512,	Practice,	pennies,	
	FLC,	0,	5,	26,	513,	Develop,	art set,	
	FLC,	0,	5,	26,	513,	Develop,	paint jars,	
	FLC,	0,	5,	26,	513,	Develop,	counters,	
	FLC,	0,	5,	26,	513,	Develop,	paint splats,	
	FLC,	0,	5,	26,	507,	Family Letter,	paintbrushes,	
	FLC,	0,	5,	26,	513,	Develop,	pencils,	
	FLC,	0,	5,	26,	514,	Develop,	paint jars,	
	FLC,	0,	5,	26,	514,	Develop,	balls,	
	FLC,	0,	5,	26,	515,	Practice,	art set,	
	FLC,	0,	5,	26,	515,	Practice,	paint jars,	
	FLC,	0,	5,	26,	515,	Practice,	watercolors,	
	FLC,	0,	5,	26,	516,	Practice,	paint jars,	
	FLC,	0,	5,	26,	516,	Practice,	paint brushes,	
	FLC,	0,	5,	26,	516,	Practice,	paint splats,	
	FLC,	0,	5,	26,	517,	Develop,	juice,	
	FLC,	0,	5,	26,	507,	Family Letter,	buttons,	
	FLC,	0,	5,	26,	517,	Develop,	counters,	
	FLC,	0,	5,	26,	518,	Develop,	paint jars,	
	FLC,	0,	5,	26,	518,	Develop,	paint brushes,	
	FLC,	0,	5,	26,	518,	Develop,	connecting cubes,	
	FLC,	0,	5,	26,	519,	Practice,	crayons,	
	FLC,	0,	5,	26,	519,	Practice,	flowers,	
	FLC,	0,	5,	26,	520,	Practice,	butterflies,	
	FLC,	0,	5,	26,	520,	Practice,	leaves,	
	FLC,	0,	5,	26,	521,	Refine,	books,	
	FLC,	0,	5,	26,	521,	Refine,	connecting cubes,	
	FLC,	0,	5,	26,	507,	Family Letter,	pasta,	
	FLC,	0,	5,	26,	521,	Refine,	counters,	
	FLC,	0,	5,	26,	522,	Refine,	connecting cubes,	
	FLC,	0,	5,	26,	524,	Practice,	fish,	
	FLC,	0,	5,	26,	524,	Practice,	bubbles,	
	FLC,	0,	5,	26,	524,	Practice,	snails,	
	FLC,	0,	5,	26,	525,	Refine,	connecting cubes,	
	FLC,	0,	5,	26,	525,	Refine,	smiley/frowny faces,	
	FLC,	0,	5,	26,	526,	Refine,	paint,	
	FLC,	0,	5,	26,	526,	Refine,	connecting cubes,	
	FLC,	0,	5,	26,	526,	Refine,	smiley/frowny faces,	
	FLC,	0,	5,	26,	507,	Family Letter,	beans,	
	FLC,	0,	5,	26,	526a,	Quiz,	crayons,	
	FLC,	0,	5,	26,	526a,	Quiz,	feathers,	
	FLC,	0,	5,	26,	526a,	Quiz,	paint jars,	
	FLC,	0,	5,	26,	508,	Family Letter,	salt,	
	FLC,	0,	5,	26,	508,	Family Letter,	sugar,	unhealthy food
	FLC,	0,	5,	26,	508,	Family Letter,	metal pan,	
	FLC,	0,	5,	26,	508,	Family Letter,	eggs,	
	FLC,	0,	5,	27,	527,	Family letter,	markers,	
	FLC,	0,	5,	27,	530,	Explore,	oranges,	
	FLC,	0,	5,	27,	531,	Practice,	counters,	
	FLC,	0,	5,	27,	531,	Practice,	paper clips,	
	FLC,	0,	5,	27,	531,	Practice,	whiteboard,	
	FLC,	0,	5,	27,	531,	Practice,	connecting cubes,	
	FLC,	0,	5,	27,	533,	Develop,	bears,	
	FLC,	0,	5,	27,	533,	Develop,	hats,	
	FLC,	0,	5,	27,	533,	Develop,	bows,	
	FLC,	0,	5,	27,	534,	Develop,	bears,	
	FLC,	0,	5,	27,	534,	Develop,	hats,	
	FLC,	0,	5,	27,	527,	Family letter,	index cards,	
	FLC,	0,	5,	27,	534,	Develop,	bows,	
	FLC,	0,	5,	27,	534,	Develop,	books,	
	FLC,	0,	5,	27,	534,	Develop,	connecting cubes,	
	FLC,	0,	5,	27,	535,	Practice,	bears,	
	FLC,	0,	5,	27,	535,	Practice,	bows,	
	FLC,	0,	5,	27,	535,	Practice,	hats,	
	FLC,	0,	5,	27,	535,	Fluency,	counters,	
	FLC,	0,	5,	27,	535,	Fluency,	cups,	
	FLC,	0,	5,	27,	536,	Practice,	connecting cubes,	
	FLC,	0,	5,	27,	537,	Develop,	connecting cubes,	
	FLC,	0,	5,	27,	527,	Family letter,	counters,	
	FLC,	0,	5,	27,	537,	Develop,	counters,	
	FLC,	0,	5,	27,	538,	Develop,	counters,	
	FLC,	0,	5,	27,	539,	Practice,	counters,	
	FLC,	0,	5,	27,	540,	Practice,	counters,	
	FLC,	0,	5,	27,	541,	Refine,	counters,	
	FLC,	0,	5,	27,	542,	Refine,	crayons,	
	FLC,	0,	5,	27,	542,	Refine,	counters,	
	FLC,	0,	5,	27,	543,	Practice,	counters,	
	FLC,	0,	5,	27,	544,	Practice,	counters,	
	FLC,	0,	5,	27,	545,	Refine,	counters,	
	FLC,	0,	5,	27,	528,	Family letter,	cereal,	unhealthy food
	FLC,	0,	5,	27,	545,	Refine,	counters,	
	FLC,	0,	5,	27,	545,	Refine,	connecting cubes,	
	FLC,	0,	5,	27,	546a,	Quiz,	counters,	
	FLC,	0,	5,	27,	546b,	Quiz,	counters,	
	FLC,	0,	5,	27,	528,	Family letter,	pasta,	
	FLC,	0,	5,	27,	528,	Family letter,	paper clips,	
	FLC,	0,	5,	27,	528,	Family letter,	pencils,	
	FLC,	0,	5,	27,	528,	Family letter,	iPad,	
	FLC,	0,	5,	27,	530,	Explore,	balls,	
	FLC,	0,	5,	28,	547,	Family letter,	flowers,	
	FLC,	0,	5,	28,	550,	Explore,	toys,	
	FLC,	0,	5,	28,	550,	Explore,	beads,	
	FLC,	0,	5,	28,	550,	Explore,	treat bags,	
	FLC,	0,	5,	28,	551,	Practice,	counters,	
	FLC,	0,	5,	28,	552,	Practice,	beads,	
	FLC,	0,	5,	28,	552,	Practice,	marbles,	
	FLC,	0,	5,	28,	553,	Develop,	food stand,	
	FLC,	0,	5,	28,	553,	Develop,	flowers,	
	FLC,	0,	5,	28,	553,	Develop,	bases,	
	FLC,	0,	5,	28,	553,	Develop,	hands,	
	FLC,	0,	5,	28,	547,	Family letter,	houses,	
	FLC,	0,	5,	28,	553,	Develop,	peppers,	
	FLC,	0,	5,	28,	553,	Develop,	apples,	
	FLC,	0,	5,	28,	554,	Develop,	tomatoes,	
	FLC,	0,	5,	28,	554,	Develop,	cucumbers,	
	FLC,	0,	5,	28,	554,	Develop,	flowers,	
	FLC,	0,	5,	28,	554,	Develop,	vases,	
	FLC,	0,	5,	28,	554,	Develop,	crayons,	
	FLC,	0,	5,	28,	555,	Practice,	food stand,	
	FLC,	0,	5,	28,	555,	Practice,	vases,	
	FLC,	0,	5,	28,	555,	Practice,	flowers,	
	FLC,	0,	5,	28,	547,	Family letter,	measuring cups,	
	FLC,	0,	5,	28,	555,	Practice,	fruits,	
	FLC,	0,	5,	28,	555,	Practice,	vegetables,	
	FLC,	0,	5,	28,	556,	Practice,	flowers,	
	FLC,	0,	5,	28,	556,	Practice,	apples,	
	FLC,	0,	5,	28,	556,	Practice,	peppers,	
	FLC,	0,	5,	28,	557,	Develop,	cards,	
	FLC,	0,	5,	28,	558,	Develop,	flowers,	
	FLC,	0,	5,	28,	558,	Develop,	crayons,	
	FLC,	0,	5,	28,	558,	Develop,	cards,	
	FLC,	0,	5,	28,	559,	Practice,	flowers,	
	FLC,	0,	5,	28,	547,	Family letter,	cans,	
	FLC,	0,	5,	28,	559,	Practice,	beads,	
	FLC,	0,	5,	28,	559,	Fluency,	fish,	
	FLC,	0,	5,	28,	559,	Fluency,	dog treats,	
	FLC,	0,	5,	28,	560,	Practice,	balloons,	
	FLC,	0,	5,	28,	560,	Practice,	donuts,	
	FLC,	0,	5,	28,	560,	Practice,	crayons,	
	FLC,	0,	5,	28,	561,	Refine,	crayons,	
	FLC,	0,	5,	28,	565,	Refine,	crayons,	
	FLC,	0,	5,	28,	565,	Refine,	cards,	
	FLC,	0,	5,	28,	566a,	Quiz,	crayons,	
	FLC,	0,	5,	28,	548,	Family letter,	balloons,	
	FLC,	0,	5,	28,	566a,	Quiz,	flowers,	
	FLC,	0,	5,	28,	548,	Family letter,	hands,	
	FLC,	0,	5,	28,	549,	Explore,	connecting cubes,	
	FLC,	0,	5,	28,	550,	Explore,	marbles,	
	FLC,	0,	5,	28,	550,	Explore,	peppers,	
	FLC,	0,	5,	29,	567,	Family letter,	calendar,	
	FLC,	0,	5,	29,	570,	Explore,	tower,	
	FLC,	0,	5,	29,	571,	Practice,	counters,	
	FLC,	0,	5,	29,	571,	Practice,	paper clips,	
	FLC,	0,	5,	29,	571,	Practice,	connecting cubes,	
	FLC,	0,	5,	29,	573,	Develop,	bunny,	
	FLC,	0,	5,	29,	573,	Develop,	carrot,	
	FLC,	0,	5,	29,	574,	Develop,	ducks,	
	FLC,	0,	5,	29,	574,	Develop,	bunnies,	
	FLC,	0,	5,	29,	574,	Develop,	squirrels,	
	FLC,	0,	5,	29,	575,	Practice,	bunnies,	
	FLC,	0,	5,	29,	567,	Family letter,	pencils,	
	FLC,	0,	5,	29,	575,	Practice,	carrot,	
	FLC,	0,	5,	29,	576,	Practice,	flowers,	
	FLC,	0,	5,	29,	577,	Develop,	connecting cubes,	
	FLC,	0,	5,	29,	581,	Refine,	cards,	
	FLC,	0,	5,	29,	585,	Refine,	cards,	
	FLC,	0,	5,	29,	586,	Refine,	frowny face,	
	FLC,	0,	5,	29,	586,	Refine,	ball,	
	FLC,	0,	5,	29,	586,	Refine,	beanbag,	
	FLC,	0,	5,	29,	568,	Family letter,	playground,	
	FLC,	0,	5,	29,	568,	Family letter,	swings,	
	FLC,	0,	5,	29,	568,	Family letter,	slide,	
	FLC,	0,	5,	29,	568,	Family letter,	front door,	
	FLC,	0,	5,	29,	568,	Family letter,	mailbox,	
	FLC,	0,	5,	29,	569,	Explore,	calendar,	
	FLC,	0,	5,	29,	570,	Explore,	calendar,	
	FLC,	0,	6,,	591e,	Background,	connecting cubes,	
	FLC,	0,	6,,	650,	Review,	bus,	
	FLC,	0,	6,,	650,	Game,	connecting cubes,	
	FLC,	0,	6,,	650,	Game,	crayons,	
	FLC,	0,	6,,	651,	Review,	connecting cubes,	
	FLC,	0,	6,,	651,	Review,	crayons,	
	FLC,	0,	6,,	651,	Review,	carrot,	
	FLC,	0,	6,,	651,	Review,	flower,	
	FLC,	0,	6,,	651,	Literacy connection,	penguins,	
	FLC,	0,	6,,	652,	Review,	fish,	
	FLC,	0,	6,,	652,	Review,	feather,	
	FLC,	0,	6,,	591f,	Background,	pencils,	
	FLC,	0,	6,,	652,	Review,	pencil,	
	FLC,	0,	6,,	652,	Review,	connecting cubes,	
	FLC,	0,	6,,	652a,	Assessment,	pencils,	
	FLC,	0,	6,,	652a,	Assessment,	cereal,	
	FLC,	0,	6,,	652a,	Assessment,	milk,	
	FLC,	0,	6,,	652a,	Assessment,	pencils,	
	FLC,	0,	6,,	652a,	Assessment,	pumpkin,	
	FLC,	0,	6,,	652a,	Assessment,	flower,	
	FLC,	0,	6,,	652b,	Assessment,	bat,	
	FLC,	0,	6,,	652b,	Assessment,	benches,	
	FLC,	0,	6,,	591f,	Background,	paper clips,	
	FLC,	0,	6,,	652b,	Assessment,	worms,	
	FLC,	0,	6,,	652b,	Assessment,	tiles,	
	FLC,	0,	6,,	652b,	Assessment,	flower,	
	FLC,	0,	6,,	652b,	Assessment,	smiley/frowny face,	
	FLC,	0,	6,,	652b,	Assessment,	carrot,	
	FLC,	0,	6,,	591g,	Background,	cups,	
	FLC,	0,	6,,	591g,	Background,	can,	
	FLC,	0,	6,,	591g,	Background,	straw,	
	FLC,	0,	6,,	591g,	Background,	flour,	
	FLC,	0,	6,,	650,	Review,	dog bone,	
	FLC,	0,	6,,	650,	Review,	fish,	
	FLC,	0,	6,	25,	,	,	,	
	FLC,	0,	6,	26,	,	,	,	
	FLC,	0,	6,	27,	,	,	,	
	FLC,	0,	6,	28,	,	,	,	
	FLC,	0,	6,	29,	,	,	,	
	FLC,	0,	6,	30,	593,	Family letter,	ribbon,	
	FLC,	0,	6,	30,	594,	Family letter,	door,	
	FLC,	0,	6,	30,	612,	Refine,	jar,	
	FLC,	0,	6,	30,	612,	Refine,	crayon,	
	FLC,	0,	6,	30,	612,	Refine,	pencil,	
	FLC,	0,	6,	30,	612,	Refine,	marker,	
	FLC,	0,	6,	30,	612a,	Quiz,	children,	
	FLC,	0,	6,	30,	612a,	Quiz,	spoons,	
	FLC,	0,	6,	30,	612a,	Quiz,	bats,	
	FLC,	0,	6,	30,	612b,	Quiz,	cups,	
	FLC,	0,	6,	30,	612b,	Quiz,	pencils,	
	FLC,	0,	6,	30,	594,	Family letter,	floor lamp,	
	FLC,	0,	6,	30,	594,	Family letter,	tree,	
	FLC,	0,	6,	30,	594,	Family letter,	person,	
	FLC,	0,	6,	30,	594,	Family letter,	fork,	
	FLC,	0,	6,	30,	595,	Explore,	shoes,	
	FLC,	0,	6,	30,	596,	Explore,	pencils,	
	FLC,	0,	6,	30,	596,	Explore,	desk,	
	FLC,	0,	6,	30,	596,	Explore,	eraser,	
	FLC,	0,	6,	30,	596,	Explore,	scissors,	
	FLC,	0,	6,	30,	593,	Family letter,	flowers,	
	FLC,	0,	6,	30,	596,	Explore,	marker,	
	FLC,	0,	6,	30,	596,	Explore,	crayons,	
	FLC,	0,	6,	30,	596,	Explore,	rope,	
	FLC,	0,	6,	30,	596,	Explore,	ribbon,	
	FLC,	0,	6,	30,	596,	Explore,	cables,	
	FLC,	0,	6,	30,	596,	Explore,	hair,	
	FLC,	0,	6,	30,	596,	Explore,	paper chains,	
	FLC,	0,	6,	30,	598,	Practice,	cars,	
	FLC,	0,	6,	30,	599,	Develop,	pencils,	
	FLC,	0,	6,	30,	599,	Develop,	kids in park,	
	FLC,	0,	6,	30,	593,	Family letter,	park,	
	FLC,	0,	6,	30,	599,	Develop,	buildings,	
	FLC,	0,	6,	30,	599,	Develop,	bats,	
	FLC,	0,	6,	30,	599,	Develop,	boats,	
